ID;STORE;SUPPLIER_CODE;PART_NO;MATERIAL_CODE;INITIAL_DATE;INITIAL_BY;INITIAL_STOCK;STOCK_WEIGHT
292;RM;SSK-KNSS;NT-0382;SCGA270D-45-AG0.7161;2021-11-19;Admin;2252;3355
293;RM;TTMI-KNSS;NT-0267;SHGA270C-451.6278;2021-11-19;Admin;943;1326
294;RM;TTMI-KNSS;NT-0268;SCGA270C-451.4112;2021-12-10;Admin;4649;5802
295;RM;TTMI-KNSS;NT-0274;SPC270C1.2227;2021-11-19;Admin;1419;3632
296;RM;TTMI-KNSS;NT-0275;SCGA270C-451.2176;2021-11-19;Admin;2500;2486
297;RM;TTMI-KNSS;NT-0411;SCGA270C-451179;2021-11-19;Admin;1624;1624
298;RM;TTMI-KNSS;NT-0412;SPC270C190;2021-11-19;Admin;2518;2518
299;RM;TTMI-KNSS;NT-0419;SPC270C1100;2021-11-19;Admin;1239;2739
300;RM;TTMI-KNSS;NT-0420;SHGA440-452216;2021-11-19;Admin;1606;3308
301;RM;TTMI-KNSS;NT-0421;SHGA440-452216;2021-11-19;Admin;0;0
302;RM;TTMI-KNSS;NX-4144;SCGA440-451.6127;2021-11-19;Admin;0;666
303;RM;TTMI-KNSS;NTS-020;SCGA440-451.6127;2021-11-19;Admin;690;690
304;RM;TTMI-KNSS;NTS-021;SCGA440-452103;2021-11-19;Admin;1933;3241
305;RM;SCI-TMMIN SCHEME;NTS-018;SPH270C-OD2.6100;2021-11-19;Admin;0;368
306;RM;SCI-TMMIN SCHEME;NTS-019;SPH270C-OD2.6100;2021-11-19;Admin;0;0
307;RM;SCI-TMMIN SCHEME;NT-0276;SPH270C-OD2.6232;2021-11-19;Admin;0;0
308;RM;SCI-TMMIN SCHEME;NT-0277;SPH270C-OD2.6232;2021-11-19;Admin;403;872
309;RM;TTMI-KNSS;NT-0278;SCGA270C-451.4384;2021-11-19;Admin;2624;4274
310;RM;TTMI-KNSS;NT-0279;SCGA270C-451.4384;2021-11-19;Admin;589;1735
311;RM;SCI-TMMIN SCHEME;NT-0428;SPH440-OD2.6123;2021-11-19;Admin;1314;1314
312;RM;TTMI-KNSS;NT-0429;SPC4401.295;2021-11-19;Admin;1188;2329
313;RM;TTMI-KNSS;NT-0430;SPC4401.287;2021-11-19;Admin;896;3482
314;RM;TTMI-KNSS;TR-2832;SPC4401.2113;2021-11-19;Admin;441;857
315;RM;TTMI-KNSS;NX-1251;SPC4401.6164;2021-11-19;Admin;1396;4315
316;RM;SCI-TMMIN SCHEME;NX-1252;SPH440-OD2.3115;2021-11-19;Admin;1598;2490
317;RM;SCI-TMMIN SCHEME;AX-2109;SPH440-OD2.3115;2021-11-19;Admin;847;1272
318;RM;SCI-TMMIN SCHEME;AX-2110;SPH440-OD293;2021-11-19;Admin;1539;1692
319;RM;SCI-TMMIN SCHEME;NX-2929;SPH440-OD293;2021-11-19;Admin;298;380
320;RM;SCI-TMMIN SCHEME;NX-2930;SPH440-OD251;2021-11-19;Admin;0;0
321;RM;SCI-TMMIN SCHEME;NX-3006;SPH440-OD2.363;2021-12-10;Admin;0;2884
322;RM;SCI-TMMIN SCHEME;NX-0519;SPH440-OD2.363;2021-12-10;Admin;2783;2783
323;RM;SCI-TMMIN SCHEME;NXS-012;SPH440-OD2118;2021-11-19;Admin;594;1469
324;RM;SCI-TMMIN SCHEME;NXS-019;SPH440-OD2118;2021-11-19;Admin;1146;3706
325;RM;TTMI-KNSS;NXS-020;SHGA270C-451.6203;2021-11-19;Admin;2055;4432
326;RM;SCI-V-V;AA-1885;SPC270C1.282;2021-11-19;Admin;0;1560
327;RM;SCI-V-V;AAS-080;SPC270C1.282;2021-11-19;Admin;2529;4548
328;RM;SCI-V-V;AA-0494;SCGA270CX-450.8104;2021-11-19;Admin;291;2970
329;RM;SCI-V-V;AA-0495;SCGA270DX-45V0.65229;2021-11-19;Admin;367;2252
330;RM;SCI-V-V;AA-0504;SCGA270DX-45V0.65229;2021-11-19;Admin;856;2606
331;RM;SSK;AA-0505;SPH270C-OD2.384;2021-11-19;Admin;0;0
332;RM;TTMI-KNSS;AA-1425;SPC270C1.4120;2021-11-19;Admin;235;1044
333;RM;SCI-TMMIN SCHEME;AA-1426;SPH270C-OD2222;2021-11-19;Admin;667;2062
334;RM;SCI-TMMIN SCHEME;AA-0521;SPH270C-OD2147;2021-11-19;Admin;0;792
335;RM;SCI-TMMIN SCHEME;AA-0522;SPH270C-OD2136;2021-11-19;Admin;0;0
336;RM;TTMI-KNSS;AAS-001;SPC270C190;2021-11-19;Admin;0;0
337;RM;SCI-TMMIN SCHEME;AAS-002;SPH270C-OD2218;2021-11-19;Admin;1009;345
338;RM;TTMI-KNSS;AAS-003A;SPC270C1.258;2021-11-19;Admin;0;0
339;RM;TTMI-KNSS;AAS-004;SPC270C1.2226;2021-11-19;Admin;0;0
340;RM;TTMI-KNSS;AAS-005;SPC270C1.2142;2021-12-10;Admin;0;2028
341;RM;TTMI-KNSS;AAS-006;SPC270C1.263;2021-11-19;Admin;0;2100
342;RM;TTMI-KNSS;AAS-007;SPC270C1.2158;2021-11-19;Admin;0;0
343;RM;TTMI-KNSS;AAS-016;SCGA270C-452107;2021-11-19;Admin;0;0
344;RM;SCI-TMMIN SCHEME;AAS-017;SPH270C-OD2184;2021-11-19;Admin;1030;1684
345;RM;SCI-V-V;AAS-018;SPC270CX1469;2021-11-19;Admin;825;2115
346;RM;HTI-SANKO;AAS-019;JSC440W0.8175;2021-11-19;Admin;594;594
347;RM;TTMI-KNSS;AAS-020;SCGA270C-451299;2021-12-10;Admin;2378;3326
348;RM;TTMI-KNSS;AAS-073;SPC270D246;2021-11-19;Admin;1069;2405
349;RM;TTMI-KNSS;AAS-023;SPC270D2216;2021-11-19;Admin;342;1581
350;RM;TTMI-KNSS;AAS-028;SHGA270C-451.6203;2021-11-19;Admin;0;488
351;RM;SCI-ADM SCHEME;AAS-029;SCGA270C-451.2173;2021-11-19;Admin;453;1309
352;RM;SCI-ADM SCHEME;AAS-032;SPC270CX1.284;2021-11-19;Admin;0;262
353;RM;TTMI-KNSS;AAS-033;SHGA270C-451.681;2021-11-19;Admin;0;524
354;RM;SSK;AAS-036;SPC270C1.6123;2021-11-19;Admin;2154;4534
355;RM;SSK;AAS-037;SCGA270C-450.8600;2021-12-10;Admin;0;0
356;RM;SSK;AAS-038;SCGA270C-451380;2021-12-10;Admin;0;928
357;RM;SCI-ADM SCHEME;AAS-039;SPC270C1.275;2021-11-19;Admin;0;0
358;RM;SCI-V-V;Y-2071;SPC270C1.280;2021-11-19;Admin;275;1743
359;RM;SCI-ADM SCHEME;AAS-055;SPC270C1.2101;2021-11-19;Admin;207;643
360;RM;SCI-ADM SCHEME;AAS-060;SPC270C1.268;2021-11-19;Admin;632;969
361;RM;SCI-ADM SCHEME;AAS-061;SPC270C1.268;2021-11-19;Admin;3249;3871
362;RM;SCI-ADM SCHEME;AAS-062;SPC270C1.277;2021-11-19;Admin;1495;1495
363;RM;SCI-ADM SCHEME;AAS-063;SPC270C1.277;2021-11-19;Admin;1097;492
364;RM;SCI-ADM SCHEME;AAS-065A;SPC270C1.2152;2021-11-19;Admin;959;2024
365;RM;SCI-ADM SCHEME;AAS-066;SPC270C1.2152;2021-12-10;Admin;0;0
366;RM;TTMI-KNSS;AAS-067;SCGA270C-451.2100;2021-11-19;Admin;0;0
367;RM;TTMI-KNSS;AAS-069;SCGA270C-451.2100;2021-11-19;Admin;1265;6055
368;RM;SCI-TMMIN SCHEME;SC-0746;SCGA270D-451.2205;2021-11-19;Admin;0;252
369;RM;TTMI-KNSS;SC-0747;SCGA270D-451.2107;2021-11-19;Admin;1470;1729
370;RM;TTMI-KNSS;SC-0748;SCGA270D-451.2210;2021-11-19;Admin;820;0
371;RM;TTMI-KNSS;SC-0749;SCGA270D-451.2210;2021-11-19;Admin;0;0
372;RM;SCI-ADM SCHEME;SC-0755;SPC270C1.263;2021-11-19;Admin;0;0
373;RM;SCI-ADM SCHEME;SC-0764;SPC270C1.263;2021-11-19;Admin;1015;2020
374;RM;TTMI-KNSS;SC-0765;SPC270C0.8195;2021-11-19;Admin;895;1809
375;RM;TTMI-KNSS;AH-057R;SPC270D1.2198;2021-11-19;Admin;0;0
376;RM;TTMI-KNSS;PH-135R;SCGA270D-451.2210;2021-11-19;Admin;0;0
377;RM;SSK-KNSS;PH-136R;SCGA270D-45-AG0.9167;2021-11-19;Admin;385;1187
378;RM;TTMI-KNSS;PH-042N;SCGA270D-451.6312;2021-11-19;Admin;613;613
379;RM;TTMI-KNSS;PH-042NB;SCGA270D-451.6116;2021-11-19;Admin;684;684
380;RM;SSK-KNSS;PH-043N;SCGA270D-45-AG0.9225;2021-11-19;Admin;1211;2240
381;RM;TTMI-KNSS;AH-008GU;SCGA270D-451.6342;2021-11-19;Admin;1740;2314
382;RM;TTMI-KNSS;PH-073GU;SCGA270D-451.8112;2021-11-19;Admin;360;0
383;RM;TTMI-KNSS;PH-074GU;SCGA270D-451.4230;2021-11-19;Admin;0;0
384;RM;TTMI-KNSS;AH-009N;SCGA270D-451.4230;2021-11-19;Admin;408;2129
385;RM;SCI-TMMIN SCHEME;PH-075;SPH440-OD2.3143;2021-11-19;Admin;725;2408
386;RM;TTMI-KNSS;PH-076;SCGA270D-450.75482;2021-11-19;Admin;0;0
387;RM;TTMI-KNSS;AH-010N;SPC270C1147;2021-11-19;Admin;0;1551
388;RM;SCI-TMMIN SCHEME;PH-077;SPH270C-OD1.6107;2021-11-19;Admin;1492;1512
389;RM;ADM;PH-078;SCGA270CX-451.274;2021-11-19;Admin;1192;3647
390;RM;ADM;AH-039GU;SCGA270CX-450.9425;2021-11-19;Admin;0;127
391;RM;ADM;PH-079;SPC270CX0.8155;2021-11-19;Admin;0;2468
392;RM;ADM;PH-080;SPC270CX0.8330;2021-11-19;Admin;0;2803
393;RM;ADM;PH-081;SPC270CX0.8330;2021-11-19;Admin;0;649
394;RM;SCI-ADM SCHEME;PH-082;SPH270C-OD2.398;2021-11-19;Admin;674;1396
395;RM;POSMI;PH-084;SPH590-OD2.6119;2021-11-19;Admin;0;0
396;RM;POSMI;PH-085;SPH590-OD2.6136;2021-11-19;Admin;0;3159
397;RM;HTI-GTIM;PH-121;JAC270E0.694;2021-11-19;Admin;0;0
398;RM;HTI-GTIM;PH-122;JAC270E0.694;2021-11-19;Admin;1040;2237
399;RM;HTI-GTIM;PH-023NT;JAC270E0.6132;2021-12-10;Admin;2660;3990
400;RM;HTI-GTIM;PH-032N;JAC270C-452.3292;2021-11-19;Admin;0;0
401;RM;SCI-TMMIN SCHEME;65742-TG4-T000-H1;SECC2701300;2021-11-19;Admin;1143;4761
402;RM;SCI-TMMIN SCHEME;64315-TG4-T000-H1;SECC2701127;2021-11-19;Admin;1928;3338
403;RM;SCI-TMMIN SCHEME;64715-TG4-T000-H1;SECC2701118;2021-11-19;Admin;2009;1858
404;RM;SCI-TMMIN SCHEME;65714-TG4-T000-50;SECC2701.6121;2021-11-19;Admin;365;2306
405;RM;SCI-TMMIN SCHEME;65764-TG4-T000-50;SECC2701.682;2021-11-19;Admin;284;1012
406;RM;SSK;65713-TG4-T000-H1;SCGA270D-451.2194;2021-11-19;Admin;0;0
407;RM;SSK;65763-TG4-T000-H1;SCGA270D-451.2194;2021-11-19;Admin;1474;1474
408;RM;TTMI-KNSS;65716-TG2-K001-50;SPC270C2.3220;2021-11-19;Admin;1389;2333
409;RM;SSK;65766-TG2-K001-50;SCGA270D-451205;2021-11-19;Admin;2383;5714
410;RM;SSK;51455-BZ040;SCGA270D-451.2136;2021-11-19;Admin;0;0
411;RM;SSK;51456-BZ010;SCGA270D-451.2136;2021-11-19;Admin;1269;1269
412;RM;SSK;55127-BZ020;SCGA270D-451107;2021-11-19;Admin;0;0
413;RM;SSK;58186-BZ030;SPHC1.6180;2021-11-19;Admin;397;397
414;RM;SCI-ADM SCHEME;57171-BZ050;SPH270D-OD2255;2021-11-19;Admin;322;644
415;RM;SCI-ADM SCHEME;57172-BZ040;SPC270D1210;2021-11-19;Admin;1053;1053
416;RM;SSK;57188-BZ050;SPHC1.681;2021-11-19;Admin;191;191
417;RM;SSK;57189-BZ030;SPC270C1174;2021-11-19;Admin;1373;1699
418;RM;ADM;46411-BZ010;SPC270C0.65218;2021-11-19;Admin;530;710
419;RM;ADM;31514-BZ050;SPC270C1.4123;2021-11-19;Admin;0;275
420;RM;ADM;58793-BZ040;SPC270C1.4132;2021-11-19;Admin;640;563
421;RM;SSK;58793-BZ050;SPC270C1241;2021-11-19;Admin;0;0
422;RM;POSCO;16575-BZ070;SCGA270C-451141;2021-11-19;Admin;254;254
423;RM;POSCO;67975-BZ060;SCGA270C-451141;2021-11-19;Admin;376;1286
424;RM;ADM;52134-BZ090;SPC270C1161;2021-11-19;Admin;1958;3823
425;RM;SSK;89439-BZ180-00;SPC270C1.4152;2021-11-19;Admin;597;537
426;RM;SCI-ADM SCHEME;VV-D65741-BZ010;SPH270C-OD2192;2021-11-19;Admin;407;862
427;RM;SCI-ADM SCHEME;VV-D66110-BZ071;SPH270C-OD2.3181;2021-11-19;Admin;2339;5166
428;RM;SCI-ADM SCHEME;VV-D66287-B5030;SPC270C1.4174;2021-11-19;Admin;0;0
429;RM;SCI-ADM SCHEME;VV-D66288-B5010;SPH270C-OD1.8189;2021-11-19;Admin;0;0
430;RM;SSK;AH-038N;SPH440-OD2125;2021-11-19;Admin;600;1832
431;RM;SCI-ADM SCHEME;82715-BZA90-00;SPH270C-OD1.496;2021-11-19;Admin;0;0
432;RM;SCI-ADM SCHEME;55522-BZ080-00;SPH440-OD1.689;2021-11-19;Admin;1399;2694
433;RM;SSK;16649-BZ050;HR465NSSHR-21.5330;2021-11-19;Admin;1661;2372
434;RM;SSK;T48807-BZ010-001;SPC270C1.287;2021-11-19;Admin;492;984
435;RM;SSK;T52134-BZ090-001;SPC270C1.287;2021-11-19;Admin;0;0
436;RM;SSK;67121-0K030-S1;SPC4401.4150;2021-11-19;Admin;0;0
437;RM;POSMI;67122-0K030-S1;SPH440-OD2.6450;2021-11-19;Admin;0;0
438;RM;HANWA;51428-BZ030;SPH270C-OD2.375;2021-11-19;Admin;0;0
439;RM;SSK;51246-BZ040;SPC270C0.8176;2021-11-19;Admin;0;0
440;RM;SCI-NON SCHEME;51246-BZ011;SPH270C-OD2560;2021-11-19;Admin;0;0
441;RM;SSK;51428-BZ011;SPH440-OD2.9196;2021-11-19;Admin;0;0
442;RM;SSK;58375-OK030;SPH270C-OD4206;2021-11-19;Admin;0;0
443;RM;SSK;58376-OK030;SPH270C-OD3.2127;2021-11-19;Admin;504;1182
444;RM;SSK-KNSS;53217-BZ010;SPC270E1.251;2021-11-19;Admin;0;323
445;RM;SCI-ADM SCHEME;53217-BZ020;SPH270C-OD2.6193;2021-11-19;Admin;0;0
446;RM;SCI-TMMIN SCHEME;53331-BZ170;SPH270C-OD295;2021-11-19;Admin;0;0
447;RM;SCI-TMMIN SCHEME;53717-BZ160;SPH270C-OD295;2021-11-19;Admin;620;620
448;RM;SCI-TMMIN SCHEME;53718-BZ160;SPH270C-OD2114;2021-11-19;Admin;0;781
449;RM;SCI-TMMIN SCHEME;55146-BZ060;SPH270C-OD2132;2021-11-19;Admin;0;0
450;RM;TTMI-KNSS;55147-BZ060;SPC270D174;2021-11-19;Admin;396;396
451;RM;SSK;55147-BZ070;SPC270C2.3292;2021-11-19;Admin;0;0
452;RM;SCI-ADM SCHEME;55149-BZ180;SPC270C0.865;2021-11-19;Admin;0;0
453;RM;SCI-ADM SCHEME;55719-BZ180;SPC270C0.880;2021-11-19;Admin;996;996
454;RM;SCI-ADM SCHEME;55719-BZ190;SPH270C-OD2133;2021-11-19;Admin;910;910
455;RM;SCI-ADM SCHEME;55774-BZ260;SPC4401.2250;2021-11-19;Admin;0;0
456;RM;SCI-ADM SCHEME;61637-BZ070;SPC4401.2276;2021-11-19;Admin;0;0
457;RM;TTMI-KNSS;61638-BZ060;SPC270C1378;2021-11-19;Admin;0;0
458;RM;SCI-TMMIN SCHEME;61654-BZ010;SPH270C-OD2.3200;2021-11-19;Admin;0;0
459;RM;SCI-TMMIN SCHEME;61655-BZ020;SPH270D-OD2.9220;2021-11-19;Admin;0;0
460;RM;SCI-TMMIN SCHEME;61769-BZ120;SPH270C-OD3.2178;2021-11-19;Admin;2963;1779
461;RM;TTMI-KNSS;67188-BZ110;SPC270D1.6152;2021-11-19;Admin;545;271
462;RM;TTMI-KNSS;67189-BZ100;SPC270C1.4125;2021-11-19;Admin;0;0
463;RM;SCI-TMMIN SCHEME;58215-BZ040;SPH440-OD1.692;2021-11-19;Admin;1036;1036
464;RM;TTMI-KNSS;17945-BZ010;SCGA270D-451270;2021-11-19;Admin;994;497
465;RM;SCI-TMMIN SCHEME;17947-BZ010;SPH270C-OD2314;2021-11-19;Admin;358;358
466;RM;SCI-TMMIN SCHEME;21598-BZ010;SPH440-OD1.8342;2021-11-19;Admin;674;674
467;RM;SCI-TMMIN SCHEME;31484-BZ040;SPH440-OD1.8342;2021-11-19;Admin;328;1022
468;RM;TTMI-KNSS;31484-BZ050;SPC270D1.4352;2021-11-19;Admin;3130;4779
469;RM;TTMI-KNSS;33524-BZ040;SPC270C1246;2021-11-19;Admin;963;1955
470;RM;SCI-TMMIN SCHEME;41338-BZ010;SPH440-OD3.2176;2021-11-19;Admin;0;0
471;RM;TTMI-KNSS;44591-BZ170;SPC270C1.2180;2021-11-19;Admin;0;362
472;RM;TTMI-KNSS;44591-BZ170 (A);SPC270C1.2180;2021-11-19;Admin;2280;828
473;RM;SSK-KNSS;44591-BZ170 (B);SCGA270D-45-AG0.7240;2021-11-19;Admin;0;0
474;RM;TTMI-KNSS;44591-BZ170 (C);SCGA270D-451.2162;2021-11-19;Admin;0;0
475;RM;TTMI-KNSS;44591-BZ170 (D);SCGA270D-451.2264;2021-11-19;Admin;0;0
476;RM;SCI-TMMIN SCHEME;44591-BZ260;SPH270C-OD2276;2021-11-19;Admin;0;0
477;RM;TTMI-KNSS;44591-BZ260 1;SHGA270C-452130;2021-11-19;Admin;874;874
478;RM;SSK;44591-BZ260 2;SUS444T247;2021-11-19;Admin;0;0
479;RM;SCI-TMMIN SCHEME;44591-BZ260 3;SPH440-OD2172;2021-11-19;Admin;0;0
480;RM;SCI-TMMIN SCHEME;44591-BZ260 4;SPH440-OD2172;2021-11-19;Admin;387;788
481;RM;SCI-TMMIN SCHEME;44591-BZ340;SPH440-OD2.6164;2021-11-19;Admin;0;0
482;RM;SCI-TMMIN SCHEME;44591-BZ340 (A);SPH440-OD2186;2021-11-19;Admin;849;1694
483;RM;SCI-TMMIN SCHEME;44591-BZ340 (C);SPH440-OD2214;2021-11-19;Admin;781;1585
484;RM;TTMI-KNSS;52130-BZ100;SHGA270C-451.6154;2021-11-19;Admin;0;163
485;RM;TTMI-KNSS;57223-BZ020;SCGA270C-451.2150;2021-11-19;Admin;0;0
486;RM;TTMI-KNSS;57224-BZ020;SCGA270C-451.2150;2021-11-19;Admin;0;0
487;RM;TTMI-KNSS;58993-BZ010;SCGA270C-451.468;2021-11-19;Admin;0;0
488;RM;TTMI-KNSS;82715-BZE90;SCGA270C-451115;2021-11-19;Admin;0;632
489;RM;TTMI-KNSS;82715-BZJ50;SCGA270C-450.8205;2021-11-19;Admin;463;926
490;RM;TTMI-KNSS;82715-BZJ70;SCGA270D-452.3112;2021-11-19;Admin;431;875
491;RM;SCI-TMMIN SCHEME;82715-BZJ80;SPH440-OD6110;2021-11-19;Admin;1474;3424
492;RM;TTMI-KNSS;82715-BZJ90;SCGA270C-451.2193;2021-11-19;Admin;0;1460
493;RM;SCI-V-V;82715-BZK00;SPC270C1.286;2021-11-19;Admin;695;1425
494;RM;SCI-V-V;82715-BZK30;SPC270C1.280;2021-11-19;Admin;0;403
495;RM;SCI-ADM SCHEME;82715-BZK90;SPC270C1.2125;2021-11-19;Admin;636;636
496;RM;TTMI-KNSS;82715-BZL00;SCGA270D-451.2115;2021-11-19;Admin;0;0
497;RM;SCI-ADM SCHEME;82715 - BZL10;SPC270C1.298;2021-11-19;Admin;0;0
498;RM;SCI-ADM SCHEME;82715 - BZL20;SPC270C1.298;2021-11-19;Admin;0;0
499;RM;TTMI-KNSS;89439-BZ200;SPC270C1.4116;2021-11-19;Admin;498;498
500;RM;ADM;89539-BZ510;SPC270CX1.4133;2021-11-19;Admin;0;0
501;RM;ADM;89539-BZ530;SPC270CX1.4250;2021-11-19;Admin;0;0
502;RM;POSMI;44781-BZ060;SPH440-OD2.6193;2021-11-19;Admin;830;830
503;RM;TTMI-KNSS;82715-BZJ60;SPC270D1.4211;2021-11-19;Admin;0;0
504;RM;POSCO;12631-BZ010;SCGA270CX-451166;2021-11-19;Admin;0;0
505;RM;POSCO;12631-BZ010 A;SCGA270CX-451166;2021-11-19;Admin;0;0
506;RM;SSK;12631-BZ010 C;SPHC1.693;2021-11-19;Admin;680;0
507;RM;POSCO;51944-BZ040;SPC270C1.2174;2021-11-19;Admin;0;0
508;RM;POSCO;51988-BZ020;SPC270C1.2174;2021-11-19;Admin;501;501
509;RM;SCI-ADM SCHEME;52139-BZ060;SPH270C-OD2168;2021-11-19;Admin;0;0
510;RM;SCI-ADM SCHEME;52185-BZ130;SPC270C1242;2021-11-19;Admin;0;414
511;RM;SCI-ADM SCHEME;55707-BZ020;SPH270D-OD1.8247;2021-11-19;Admin;0;0
512;RM;SSK;58993-BZ030 3;JSH270CN-P2.675;2021-11-19;Admin;0;0
513;RM;SSK;55732-BZ040;JSH440WN-P2.6256;2021-11-19;Admin;0;0
514;RM;SSK;55747-BZ170;SHGA270D-453.280;2021-11-19;Admin;641;641
515;RM;SSK;57153-BZ140;SHGA270D-453.280;2021-11-19;Admin;0;0
516;RM;POSMI;57154-BZ130;SPH440-OD2.6414;2021-11-19;Admin;0;0
517;RM;SSK;57689-BZ030;SPH440-OD2.6286;2021-11-19;Admin;0;0
518;RM;SCI-TMMIN SCHEME;57829-BZ010;SPH440-OD2.6266;2021-11-19;Admin;0;0
519;RM;TTMI-KNSS;58266-BZ030;SHGA270C-452146;2021-11-19;Admin;0;0
520;RM;SCI-ADM SCHEME;58993-BZ030;SHGA270D-452.3175;2021-11-19;Admin;0;0
521;RM;SCI-ADM SCHEME;58993-BZ030 1;SPC270C0.65516;2021-11-19;Admin;0;0
522;RM;SCI-ADM SCHEME;58993-BZ030 2;SPC270C1.4168;2021-11-19;Admin;0;0
523;RM;TTMI-KNSS;58993-BZ070;SPC270C1272;2021-11-19;Admin;0;0
524;RM;SCI-TMMIN SCHEME;61637-BZ110;SPH270C-OD2.998;2021-11-19;Admin;0;0
525;RM;SCI-TMMIN SCHEME;61638-BZ080;SPH270C-OD1.6210;2021-11-19;Admin;0;0
526;RM;SCI-TMMIN SCHEME;61735-BZ120;SPH270C-OD2.6124;2021-11-19;Admin;159;159
527;RM;SCI-TMMIN SCHEME;61736-BZ120;SPH270C-OD3.285;2021-11-19;Admin;0;0
528;RM;SCI-TMMIN SCHEME;67188-BZ120;SPH270C-OD3.2113;2021-11-19;Admin;0;0
529;RM;TTMI-KNSS;67189-BZ110;SPC270D1.4318;2021-11-19;Admin;235;235
530;RM;TTMI-KNSS;B095-87401;SCGA440-451.2167;2021-11-19;Admin;0;0
531;RM;TTMI-KNSS;T52130-BZ090-001;SPC270D1.6352;2021-11-19;Admin;0;0
532;RM;TTMI-KNSS;D52130-BZ090-001;SPC270D1.6352;2021-11-19;Admin;0;0
533;RM;SCI-TMMIN SCHEME;61315-BZ170;SPH270C-OD2314;2021-11-19;Admin;0;0
534;RM;TTMI-KNSS;61748-BZ010;SCGA270D-451.486;2021-11-19;Admin;0;0
535;RM;TTMI-KNSS;5253BG75;SCGA270D-451.486;2021-11-19;Admin;0;0
536;RM;SCI-TMMIN SCHEME;5257A788;SPH440-OD3.2114;2021-11-19;Admin;0;0
537;RM;SCI-TMMIN SCHEME;5257A790;SPH440-OD3.2108;2021-11-19;Admin;0;0
538;RM;SCI-TMMIN SCHEME;8558B872;SPH440-OD3.2114;2021-11-19;Admin;0;0
539;RM;SCI-TMMIN SCHEME;5220K867;SPH270C-OD2.383;2021-11-19;Admin;0;0
540;RM;TTMI-KNSS;5290D393;SPC270C1.2164;2021-11-19;Admin;0;0
541;RM;TTMI-KNSS;5257A778;SCGA270C-451.2202;2021-11-19;Admin;788;788
542;RM;TTMI-KNSS;5253AK94;SCGA270C-451.2202;2021-11-19;Admin;0;0
543;RM;TTMI-KNSS;5253AJ91;SCGA270C-451.2224;2021-11-19;Admin;909;909
544;RM;TTMI-KNSS;5253AJ54;SCGA270C-451.2124;2021-11-19;Admin;0;0
545;RM;TTMI-KNSS;5253AL29;SCGA270C-451.2149;2021-11-19;Admin;0;0
546;RM;TTMI-KNSS;5253AL41;SHGA270D-452.3121;2021-11-19;Admin;1046;746
547;RM;TTMI-KNSS;5253AL42;SPC270C1.2136;2021-11-19;Admin;0;0
548;RM;SCI-ADM SCHEME;5290D650;SPC270C1.271;2021-11-19;Admin;0;690
549;RM;SCI-V-V;85312-74P00-000;SPC270CX1.2288;2021-11-19;Admin;0;933
550;RM;SSK;85812-74P00-000;SCGA270C-451.6288;2021-11-19;Admin;0;172
551;RM;SSK;88321-73RA0;SPH270C-OD2.6207;2021-11-19;Admin;0;0
552;RM;SCI-V-V;88820-73RA0;SPC270C1.290;2021-11-19;Admin;306;306
553;RM;ADM;5253AS77;SPH440-OD1.4115;2021-11-19;Admin;831;831
554;RM;SCI-ADM SCHEME;5253AS78;SPH270C-OD2.6176;2021-11-19;Admin;236;236
555;RM;SCI-TMMIN SCHEME;5251D676;SPH270C-OD2.9164;2021-11-19;Admin;0;323
556;RM;POSCO;5305AT87;SPC270C1.2224;2021-11-19;Admin;0;247
557;RM;ADM;D53245-BZ010-001;SPC270D1.688;2021-11-19;Admin;0;379
558;RM;SCI-NON SCHEME;S512492760Z;SPH440-OD2.394;2021-11-19;Admin;758;758
559;RM;SCI-ADM SCHEME;S512492770Z;SPH270C-OD3.2191;2021-11-19;Admin;910;488
560;RM;SSK;17767-EW010-00;SPH440-OD2171;2021-11-19;Admin;0;412
561;RM;SSK;D48809-BZ010-001;SPC270C0.9374;2021-11-19;Admin;0;0
562;RM;SSK;D74410-BZ050-001;SPC270D0.886;2021-11-19;Admin;0;0
563;RM;SSK;T89439-BZ170-001;SPC270D0.892;2021-11-19;Admin;0;468
564;RM;SSK;226890;SCGA440-452.3226;2021-11-19;Admin;0;1118
565;RM;POSMI;61315-BZ130;SPH440-OD2.6110;2021-11-19;Admin;184;184
566;RM;POSMI;IFS-032;SPH440-OD2.6140;2021-11-19;Admin;0;0
567;RM;HANWA;58127-BZ030;SPH440-OD2414;2021-11-19;Admin;0;0
568;RM;SSK;D16649-BZ050-001;SPC4401.2108;2021-11-19;Admin;0;340
569;RM;SCI-ADM SCHEME;16715-E0060;SPH270C-OD2.3237;2021-11-19;Admin;0;0
570;RM;SCI-NON SCHEME;T63467-BZ020-001;SECC156;2021-11-19;Admin;760;1083
571;RM;SSK;T89439-BZ180-001;SPH270C-OD4254;2021-11-19;Admin;0;1136
572;RM;SSK;89439BZ180;SPH440-OD4.35260;2021-11-19;Admin;0;0
573;RM;SCI-TMMIN SCHEME;DV61315-BZ170 (Y-2071);SPH270C-OD2.9168;2021-11-19;Admin;465;1011
574;RM;TTMI-KNSS;12238-BZ080;SCGA270D-451.2110;2021-11-19;Admin;471;471
575;RM;TTMI-KNSS;67181-BZ010;SHGA270C-45289;2021-11-19;Admin;0;0
576;RM;SCI-TMMIN SCHEME;T48809-BZ010-001;SPH270C-OD2.9170;2021-11-19;Admin;0;0
